Order ID,Customer ID,Order Date,Ship Date,Delivery Date,Ship Mode,Postal Code,Market,Order Priority,Deadline Date,Order Status
IN-2014-50473-AP-10915,['AP-10915'],2014-08-28,2014-08-29,2014-09-07,First Class,['8268962978'],APAC,['High'],2014-10-07,Delivered
IN-2014-50480-JW-15955,['JW-15955'],2014-10-10,2014-10-16,2014-10-19,Standard Class,['45759245'],APAC,['Low'],2014-11-19,Delivered
IN-2014-50627-LW-16825,['LW-16825'],2014-09-14,2014-09-18,2014-09-24,Standard Class,['82610861547'],APAC,['Medium'],2014-10-24,Delivered
IN-2014-50669-BS-11590,['BS-11590'],2014-05-15,2014-05-17,2014-05-22,Second Class,['8653833130'],APAC,['Critical'],2014-06-24,Delivered
IN-2014-50718-RE-19405,['RE-19405'],2014-06-05,2014-07-05,2014-07-09,First Class,['8264643572'],APAC,['High'],2014-07-15,Delivered
IN-2014-50795-PP-18955,['PP-18955'],2014-07-11,2014-07-17,2014-07-21,Standard Class,['8659963236'],APAC,['Medium'],2014-08-20,Delivered
IN-2014-50837-TS-21085,['TS-21085'],2014-12-11,2015-01-09,2015-01-24,Standard Class,['1158457898'],APAC,['Medium'],2015-01-20,Estimation Phase
IN-2014-50977-LA-16780,['LA-16780'],2014-11-03,2014-11-27,2014-11-30,Standard Class,['11207822499'],APAC,['High'],2014-12-13,Delivered
IN-2014-51033-CA-11965,['CA-11965'],2014-09-09,2014-09-14,2014-09-25,Standard Class,['111016891996'],APAC,['Medium'],2014-10-19,Delivered
IN-2014-51187-MN-17935,['MN-17935'],2014-05-20,2014-05-22,2014-05-25,Second Class,['4575051688'],APAC,['Critical'],2014-06-29,Delivered
IN-2014-51194-BP-11155,['BP-11155'],2014-06-13,2014-06-18,2014-06-30,Standard Class,['11584531509'],APAC,['Medium'],2014-07-23,Delivered
IN-2014-51222-MO-17800,['MO-17800'],2014-03-11,2014-04-11,2014-04-15,First Class,['8269041836'],APAC,['Medium'],2014-04-20,Delivered
IN-2014-51432-KD-16495,['KD-16495'],2014-06-20,2014-06-26,2014-07-07,Standard Class,['826238725'],APAC,['Low'],2014-07-30,Delivered
IN-2014-51474-PO-18850,['PO-18850'],2014-02-27,2014-03-03,2014-03-10,Standard Class,['967023452'],APAC,['High'],2014-04-08,Delivered
IN-2014-51572-AO-10810,['AO-10810'],2014-08-08,2014-08-15,2014-08-26,Standard Class,['457101734'],APAC,['Medium'],2014-09-17,Delivered
IN-2014-51607-HD-14785,['HD-14785'],2014-11-19,2014-11-24,2014-12-01,Standard Class,['8264251359'],APAC,['Medium'],2014-12-29,Delivered
IN-2014-51628-SR-20740,['SR-20740'],2014-05-19,2014-05-22,2014-05-27,Second Class,['96820497'],APAC,['High'],2014-06-28,Delivered
IN-2014-51635-JK-15625,['JK-15625'],2014-01-22,2014-01-22,2014-01-30,Same Day,['11584531509'],APAC,['High'],2014-03-03,Delivered
IN-2014-51684-AC-10420,['AC-10420'],2014-05-26,2014-05-30,2014-06-07,Standard Class,['82610761723'],APAC,['Medium'],2014-07-05,Delivered
IN-2014-51719-DV-13045,['DV-13045'],2014-11-21,2014-11-25,2014-11-27,Second Class,['4579661960'],APAC,['Medium'],2014-12-31,Delivered
IN-2014-51824-PG-18895,['PG-18895'],2014-06-13,2014-06-18,2014-07-01,Second Class,['11129120277'],APAC,['Medium'],2014-07-23,Delivered
IN-2014-51831-DM-13345,['DM-13345'],2014-01-04,2014-02-06,2014-02-11,First Class,['8263722969'],APAC,['Critical'],2014-02-13,Delivered
IN-2014-51950-JH-15820,['JH-15820'],2014-05-16,2014-05-18,2014-05-24,Second Class,['9610332082'],APAC,['Critical'],2014-06-25,Delivered
IN-2014-51985-CM-12385,['CM-12385'],2014-10-29,,,Standard Class,['826425655'],APAC,['Medium'],2014-12-08,Canceled
IN-2014-52034-RE-19450,['RE-19450'],2014-03-13,2014-03-20,2014-03-26,Standard Class,['111129123002'],APAC,['Medium'],2014-04-22,Delivered
IN-2014-52048-HG-14965,['HG-14965'],2014-10-30,2014-12-08,2014-12-13,Standard Class,['4573971608'],APAC,['Medium'],2014-12-09,Delivered
IN-2014-52062-SC-20380,['SC-20380'],2014-09-05,2014-10-11,2014-10-13,Standard Class,['11584531509'],APAC,['High'],2014-10-15,Delivered
IN-2014-52097-JG-15115,['JG-15115'],2014-01-31,2014-02-11,2014-02-13,Standard Class,['968201204'],APAC,['High'],2014-03-12,Delivered
IN-2014-52174-JO-15145,['JO-15145'],2014-10-23,2014-10-26,2014-10-29,Second Class,['96820497'],APAC,['High'],2014-12-02,Delivered
IN-2014-52272-BD-11770,['BD-11770'],2014-10-17,2014-10-23,2014-10-30,Standard Class,['457493400'],APAC,['Medium'],2014-11-26,Delivered
IN-2014-52293-SV-20785,['SV-20785'],2014-01-10,2014-02-12,2014-02-18,Standard Class,['8269042269'],APAC,['Medium'],2014-02-19,Delivered
IN-2014-52384-DO-13435,['DO-13435'],2014-06-29,2014-06-30,2014-07-05,Same Day,['410278912'],APAC,['Medium'],2014-08-08,Delivered
IN-2014-52391-DP-13390,['DP-13390'],2014-05-06,2014-05-27,2014-06-03,Standard Class,['9610332082'],APAC,['Low'],2014-06-15,Delivered
IN-2014-52412-SC-20020,['SC-20020'],2014-02-10,2014-03-09,2014-03-12,Second Class,['4571018885'],APAC,['Medium'],2014-03-22,Delivered
IN-2014-52482-MC-17575,['MC-17575'],2014-03-03,2014-03-31,2014-04-05,First Class,['8264652982'],APAC,['Critical'],2014-04-12,Delivered
IN-2014-52538-LS-17245,['LS-17245'],2014-03-26,2014-03-30,2014-04-02,Standard Class,['826380129'],APAC,['High'],2014-05-05,Delivered
IN-2014-52615-DB-13660,['DB-13660'],2014-01-12,2014-02-15,2014-02-18,Standard Class,['11584583108'],APAC,['Medium'],2014-02-21,Delivered
IN-2014-52636-DM-13345,['DM-13345'],2014-06-27,2014-07-22,2014-07-27,Second Class,['45710173363'],APAC,['Medium'],2014-08-06,Delivered
IN-2014-52818-JF-15565,['JF-15565'],2014-12-13,2014-12-18,2014-12-28,Standard Class,['4575922612'],APAC,['Medium'],2015-01-22,Delivered
IN-2014-52846-DK-12985,['DK-12985'],2014-04-18,2014-04-22,2014-04-30,Standard Class,['111434111384'],APAC,['Medium'],2014-05-28,Delivered
IN-2014-52916-RD-19660,['RD-19660'],2014-11-02,2014-11-04,2014-11-06,Standard Class,['967023117'],APAC,['Medium'],2014-12-12,Delivered
IN-2014-52930-TZ-21580,['TZ-21580'],2014-04-30,2014-05-05,2014-05-12,Standard Class,['96820497'],APAC,['Medium'],2014-06-09,Delivered
IN-2014-52958-RS-19765,['RS-19765'],2014-04-04,2014-04-28,2014-04-30,Standard Class,['410278912'],APAC,['Medium'],2014-05-14,Delivered
IN-2014-53000-JO-15145,['JO-15145'],2014-07-08,2014-07-17,2014-07-20,Standard Class,['4575051704'],APAC,['Medium'],2014-08-17,Delivered
IN-2014-53070-BE-11455,['BE-11455'],2014-10-28,2014-10-28,2014-11-02,Same Day,['11584531509'],APAC,['High'],2014-12-07,Delivered
IN-2014-53077-AS-10285,['AS-10285'],2014-01-08,2014-01-10,2014-01-18,Standard Class,['96820568'],APAC,['Medium'],2014-02-17,Delivered
IN-2014-53252-GH-14665,['GH-14665'],2014-05-29,2014-06-14,2014-06-24,Standard Class,['8264042625'],APAC,['Medium'],2014-07-08,Delivered
IN-2014-53427-LT-16765,['LT-16765'],2014-09-05,2014-10-06,2014-10-12,Standard Class,['4576051451'],APAC,['Low'],2014-10-15,Delivered
IN-2014-53532-TS-21205,['TS-21205'],2014-01-29,2014-01-29,2014-01-31,Same Day,['8264643572'],APAC,['Critical'],2014-03-10,Delivered
IN-2014-53574-SW-20275,['SW-20275'],2014-06-28,2014-07-16,2014-07-20,Standard Class,['9610332082'],APAC,['Medium'],2014-08-07,Delivered
IN-2014-53651-CM-12115,['CM-12115'],2014-08-19,2014-08-22,2014-08-27,First Class,['8268961369'],APAC,['Critical'],2014-09-28,Delivered
IN-2014-53693-BG-11740,['BG-11740'],2014-08-10,2014-09-10,2014-09-16,Same Day,['9610332082'],APAC,['High'],2014-09-19,Delivered
IN-2014-53707-DJ-13630,['DJ-13630'],2014-05-29,2014-06-24,2014-06-28,Second Class,['457471286'],APAC,['Medium'],2014-07-08,Delivered
IN-2014-54015-MS-17980,['MS-17980'],2014-02-13,2014-02-16,2014-02-20,Second Class,['11207822499'],APAC,['High'],2014-03-25,Delivered
IN-2014-54050-HH-15010,['HH-15010'],2014-05-08,2014-06-06,2014-06-09,Standard Class,['8264051538'],APAC,['Medium'],2014-06-17,Delivered
IN-2014-54148-CC-12370,['CC-12370'],2014-04-22,2014-04-26,2014-04-30,Standard Class,['8264052253'],APAC,['Medium'],2014-06-01,Delivered
IN-2014-54197-DB-13405,['DB-13405'],2014-03-31,2014-04-04,2014-04-08,Standard Class,['4578271508'],APAC,['High'],2014-05-10,Delivered
IN-2014-54211-KB-16315,['KB-16315'],2014-01-16,2014-01-20,2014-01-28,Standard Class,['1158457342'],APAC,['Medium'],2014-02-25,Delivered
IN-2014-54253-JF-15190,['JF-15190'],2014-05-05,2014-06-01,2014-06-07,Standard Class,['8269042110'],APAC,['Medium'],2014-06-14,Delivered
IN-2014-54281-LS-17245,['LS-17245'],2014-05-21,2014-05-27,2014-05-29,Standard Class,['967023117'],APAC,['Medium'],2014-06-30,Delivered
IN-2014-54421-TB-21625,['TB-21625'],2014-02-13,2014-02-15,2014-02-16,First Class,['4575922880'],APAC,['High'],2014-03-25,Delivered
IN-2014-54547-TB-21400,['TB-21400'],2014-02-14,,,Standard Class,['111016891996'],APAC,['Medium'],2014-03-26,Canceled
IN-2014-54582-EN-13780,['EN-13780'],2014-12-17,2014-12-21,2014-12-26,Standard Class,['1158480280'],APAC,['Medium'],2015-01-26,Delivered
IN-2014-54694-HG-14845,['HG-14845'],2014-01-12,2014-02-18,2014-02-21,Standard Class,['4573812651'],APAC,['Medium'],2014-02-21,Delivered
IN-2014-54708-LA-16780,['LA-16780'],2014-05-24,2014-05-29,2014-06-01,Second Class,['826441283'],APAC,['Medium'],2014-07-03,Delivered
IN-2014-54967-KW-16570,['KW-16570'],2014-09-09,2014-09-16,2014-09-19,Standard Class,['457966683'],APAC,['Medium'],2014-10-19,Delivered
IN-2014-54981-HW-14935,['HW-14935'],2014-11-10,2014-12-10,2014-12-13,Second Class,['9610561992'],APAC,['Medium'],2014-12-20,Delivered
IN-2014-54995-KD-16270,['KD-16270'],2014-02-14,2014-02-17,2014-02-22,First Class,['8268972957'],APAC,['Medium'],2014-03-26,Delivered
IN-2014-55065-PG-18820,['PG-18820'],2014-11-26,2014-11-30,2014-12-05,Standard Class,['8264042626'],APAC,['Medium'],2015-01-05,Delivered
IN-2014-55086-JE-15475,['JE-15475'],2014-06-14,2014-06-18,2014-06-20,Standard Class,['8263733532'],APAC,['High'],2014-07-24,Delivered
IN-2014-55191-AA-10315,['AA-10315'],2014-12-23,2014-12-29,2015-01-04,Standard Class,['457966683'],APAC,['Medium'],2015-02-01,Shipped
IN-2014-55296-WB-21850,['WB-21850'],2014-08-12,2014-09-20,2014-09-25,Standard Class,['8265582968'],APAC,['High'],2014-09-21,Delivered
IN-2014-55471-GM-14695,['GM-14695'],2014-12-09,2014-12-31,2015-01-03,Standard Class,['4578271065'],APAC,['Medium'],2015-01-18,Shipped
IN-2014-55478-PC-19000,['PC-19000'],2014-05-13,2014-05-13,2014-05-21,Same Day,['9610332082'],APAC,['High'],2014-06-22,Delivered
IN-2014-55513-CR-12580,['CR-12580'],2014-09-12,2014-10-20,2014-10-24,Standard Class,['45710171600'],APAC,['Medium'],2014-10-22,Delivered
IN-2014-55730-MG-17890,['MG-17890'],2014-02-10,2014-02-27,2014-03-03,Standard Class,['8268963187'],APAC,['High'],2014-03-22,Delivered
IN-2014-55912-RR-19315,['RR-19315'],2014-09-08,2014-10-02,2014-10-07,Standard Class,['4572272650'],APAC,['Medium'],2014-10-18,Delivered
IN-2014-55968-MP-18175,['MP-18175'],2014-09-22,2014-09-27,2014-10-01,Standard Class,['11589532073'],APAC,['Medium'],2014-11-01,Delivered
IN-2014-56010-NH-18610,['NH-18610'],2014-09-15,2014-09-17,2014-09-20,First Class,['118710673559'],APAC,['High'],2014-10-25,Delivered
IN-2014-56094-SO-20335,['SO-20335'],2014-04-15,2014-04-20,2014-04-25,Standard Class,['111434111384'],APAC,['Medium'],2014-05-25,Delivered
IN-2014-56108-KE-16420,['KE-16420'],2014-04-08,2014-05-12,2014-05-20,Standard Class,['11584583176'],APAC,['Medium'],2014-05-18,Delivered
IN-2014-56136-PR-18880,['PR-18880'],2014-09-13,2014-09-15,2014-09-17,First Class,['967023517'],APAC,['High'],2014-10-23,Delivered
IN-2014-56164-BS-11590,['BS-11590'],2014-10-10,2014-10-15,2014-10-18,Standard Class,['11101214115'],APAC,['Medium'],2014-11-19,Delivered
IN-2014-56206-MB-17305,['MB-17305'],2014-06-24,2014-06-28,2014-07-06,Standard Class,['967023117'],APAC,['Medium'],2014-08-03,Delivered
IN-2014-56241-HZ-14950,['HZ-14950'],2014-11-11,2014-11-15,2014-11-18,Standard Class,['4578271508'],APAC,['Medium'],2014-12-21,Delivered
IN-2014-56353-VM-21835,['VM-21835'],2014-11-06,2014-11-17,2014-11-20,Second Class,['9610562483'],APAC,['Medium'],2014-12-16,Delivered
IN-2014-56360-JC-15385,['JC-15385'],2014-08-10,2014-08-20,2014-08-27,First Class,['4574622659'],APAC,['High'],2014-09-19,Delivered
IN-2014-56437-LH-17155,['LH-17155'],2014-10-17,2014-10-22,2014-10-27,Standard Class,['9610561992'],APAC,['Medium'],2014-11-26,Delivered
IN-2014-56528-TG-21310,['TG-21310'],2014-04-12,2014-05-08,2014-05-11,Second Class,['8264043095'],APAC,['Medium'],2014-05-22,Delivered
IN-2014-56570-BM-11575,['BM-11575'],2014-11-17,2014-11-23,2014-11-29,Standard Class,['8263401135'],APAC,['Low'],2014-12-27,Delivered
IN-2014-56591-DK-12985,['DK-12985'],2014-12-30,2014-12-31,2015-01-02,Standard Class,['111016891996'],APAC,['Low'],2015-02-08,Shipped
IN-2014-56696-MS-17530,['MS-17530'],2014-10-13,2014-10-13,2014-10-17,Same Day,['968202202'],APAC,['Critical'],2014-11-22,Delivered
IN-2014-56801-SC-20800,['SC-20800'],2014-08-05,2014-09-03,2014-09-08,First Class,['967023117'],APAC,['Medium'],2014-09-14,Delivered
IN-2014-56808-AG-10330,['AG-10330'],2014-12-07,2015-01-15,2015-01-25,Second Class,['11584551512'],APAC,['Critical'],2015-01-16,Estimation Phase
IN-2014-56815-RD-19810,['RD-19810'],2014-08-08,2014-08-27,2014-08-31,Standard Class,['968203245'],APAC,['Medium'],2014-09-17,Delivered
IN-2014-56899-LM-17065,['LM-17065'],2014-06-05,2014-06-29,2014-07-04,Standard Class,['8263471781'],APAC,['High'],2014-07-15,Delivered
IN-2014-56920-GM-14695,['GM-14695'],2014-11-07,2014-12-02,2014-12-12,Standard Class,['9610332082'],APAC,['Medium'],2014-12-17,Delivered
IN-2014-56962-HZ-14950,['HZ-14950'],2014-03-18,2014-03-23,2014-03-31,Second Class,['826904911'],APAC,['Medium'],2014-04-27,Delivered
IN-2014-57011-JS-15685,['JS-15685'],2014-11-04,2014-11-20,,Second Class,['8268972957'],APAC,['Critical'],2014-12-14,Canceled
IN-2014-57102-HA-14920,['HA-14920'],2014-08-10,2014-08-20,2014-08-25,Standard Class,['8264253582'],APAC,['Medium'],2014-09-19,Delivered
IN-2014-57151-AJ-10945,['AJ-10945'],2014-08-18,2014-08-25,2014-08-31,Standard Class,['967023117'],APAC,['Low'],2014-09-27,Delivered
IN-2014-57158-EH-13765,['EH-13765'],2014-04-11,2014-04-21,2014-04-27,Second Class,['9610333514'],APAC,['Medium'],2014-05-21,Delivered
IN-2014-57172-CB-12025,['CB-12025'],2014-10-03,2014-10-30,2014-11-05,Standard Class,['4571052288'],APAC,['Medium'],2014-11-12,Delivered
IN-2014-57375-TM-21490,['TM-21490'],2014-07-07,2014-08-15,2014-08-18,Standard Class,['96702760'],APAC,['Medium'],2014-08-16,Delivered
IN-2014-57403-EH-14125,['EH-14125'],2014-04-02,2014-04-07,2014-04-12,Standard Class,['9610332082'],APAC,['High'],2014-05-12,Delivered
IN-2014-57410-CS-12250,['CS-12250'],2014-10-17,2014-10-23,2014-10-29,Standard Class,['11778791715'],APAC,['Medium'],2014-11-26,Delivered
IN-2014-57529-PB-19210,['PB-19210'],2014-09-07,2014-09-23,2014-09-26,Standard Class,['11129120277'],APAC,['Medium'],2014-10-17,Delivered
IN-2014-57564-NR-18550,['NR-18550'],2014-10-31,2014-11-24,2014-11-28,Second Class,['11101689567'],APAC,['Medium'],2014-12-10,Delivered
IN-2014-57571-DB-13210,['DB-13210'],2014-12-15,2014-12-16,2014-12-19,First Class,['961033352'],APAC,['Critical'],2015-01-24,Delivered
IN-2014-57578-MP-17965,['MP-17965'],2014-08-28,2014-09-17,2014-09-26,Standard Class,['9610562483'],APAC,['High'],2014-10-07,Delivered
IN-2014-57662-DB-13270,['DB-13270'],2014-05-08,2014-05-22,2014-06-12,Standard Class,['968203264'],APAC,['Medium'],2014-06-17,Delivered
IN-2014-57683-DL-13330,['DL-13330'],2014-11-09,2014-11-30,2014-12-13,Standard Class,['8657432055'],APAC,['Medium'],2014-12-19,Delivered
IN-2014-57711-CM-11830,['CM-11830'],2014-04-11,2014-04-23,2014-04-29,Standard Class,['8269042110'],APAC,['High'],2014-05-21,Delivered
IN-2014-57837-CS-12130,['CS-12130'],2014-09-19,2014-09-21,2014-09-24,Second Class,['9610332082'],APAC,['High'],2014-10-29,Delivered
IN-2014-57984-CS-12505,['CS-12505'],2014-06-18,2014-06-23,2014-06-26,Second Class,['4573971211'],APAC,['Medium'],2014-07-28,Delivered
IN-2014-58138-CJ-11875,['CJ-11875'],2014-06-17,2014-06-21,2014-06-29,Standard Class,['96820497'],APAC,['High'],2014-07-27,Delivered
IN-2014-58173-JK-16120,['JK-16120'],2014-02-05,2014-03-02,2014-03-05,Standard Class,['457471584'],APAC,['Medium'],2014-03-17,Delivered
IN-2014-58236-MG-17695,['MG-17695'],2014-05-21,2014-05-25,2014-05-28,Standard Class,['96820497'],APAC,['Medium'],2014-06-30,Delivered
IN-2014-58306-PF-19165,['PF-19165'],2014-03-24,2014-03-29,2014-04-02,Standard Class,['96820497'],APAC,['Medium'],2014-05-03,Delivered
IN-2014-58453-EK-13795,['EK-13795'],2014-05-02,2014-05-25,2014-05-28,Standard Class,['8264042981'],APAC,['Medium'],2014-06-11,Delivered
IN-2014-58460-BT-11680,['BT-11680'],2014-12-13,2014-12-19,2015-01-02,Standard Class,['86510653303'],APAC,['Medium'],2015-01-22,Shipped
IN-2014-58551-HD-14785,['HD-14785'],2014-08-24,2014-08-28,2014-08-31,Standard Class,['8263721534'],APAC,['High'],2014-10-03,Delivered
IN-2014-58607-SC-20380,['SC-20380'],2014-10-29,2014-12-01,2014-12-07,Standard Class,['8264041304'],APAC,['High'],2014-12-08,Delivered
IN-2014-58635-DM-13525,['DM-13525'],2014-11-02,2014-12-08,2014-12-16,Standard Class,['96820497'],APAC,['Medium'],2014-12-12,Delivered
IN-2014-58733-AJ-10960,['AJ-10960'],2014-06-18,2014-06-20,2014-06-22,First Class,['967023517'],APAC,['Medium'],2014-07-28,Delivered
IN-2014-58831-BP-11230,['BP-11230'],2014-09-16,2014-09-18,2014-09-23,Second Class,['82649660'],APAC,['High'],2014-10-26,Delivered
IN-2014-58957-MM-17920,['MM-17920'],2014-11-17,2014-11-20,2014-11-27,First Class,['457588909'],APAC,['Critical'],2014-12-27,Delivered
IN-2014-59048-BF-11020,['BF-11020'],2014-10-09,2014-11-13,2014-11-14,Standard Class,['11584531509'],APAC,['Low'],2014-11-18,Delivered
IN-2014-59069-TT-21220,['TT-21220'],2014-09-19,2014-09-24,,Second Class,['968201204'],APAC,['Medium'],2014-10-29,Canceled
IN-2014-59146-NF-18595,['NF-18595'],2014-05-26,2014-05-30,2014-06-06,Standard Class,['9610562483'],APAC,['High'],2014-07-05,Delivered
IN-2014-59202-AB-10105,['AB-10105'],2014-05-29,2014-06-13,2014-06-16,Standard Class,['9692626'],APAC,['Low'],2014-07-08,Delivered
IN-2014-59363-TB-21595,['TB-21595'],2014-09-10,2014-10-11,2014-10-15,Second Class,['8264223529'],APAC,['High'],2014-10-20,Delivered
IN-2014-59426-CC-12550,['CC-12550'],2014-11-02,2014-11-02,2014-11-05,Same Day,['969263500'],APAC,['Critical'],2014-12-12,Delivered
IN-2014-59475-AS-10045,['AS-10045'],2014-10-16,2014-10-21,2014-10-29,Second Class,['11584812826'],APAC,['Medium'],2014-11-25,Delivered
IN-2014-59643-EH-14005,['EH-14005'],2014-10-20,2014-10-22,2014-10-26,Second Class,['11101189554'],APAC,['High'],2014-11-29,Delivered
IN-2014-59650-AW-10930,['AW-10930'],2014-03-11,2014-03-29,2014-04-07,First Class,['457821289'],APAC,['High'],2014-04-20,Delivered
IN-2014-59706-VP-21760,['VP-21760'],2014-05-28,2014-06-20,2014-07-03,Standard Class,['457821289'],APAC,['Medium'],2014-07-07,Delivered
IN-2014-59727-DH-13075,['DH-13075'],2014-05-13,2014-05-18,2014-05-29,Standard Class,['967022291'],APAC,['Medium'],2014-06-22,Delivered
IN-2014-59762-JK-15625,['JK-15625'],2014-12-30,2015-02-06,2015-02-11,Standard Class,['96820497'],APAC,['Medium'],2015-02-08,Estimation Phase
IN-2014-59944-BO-11425,['BO-11425'],2014-06-08,2014-07-07,2014-07-08,Standard Class,['96820568'],APAC,['Medium'],2014-07-18,Delivered
IN-2014-60056-AB-10150,['AB-10150'],2014-08-09,2014-09-09,2014-09-16,First Class,['82610863591'],APAC,['Medium'],2014-09-18,Delivered
IN-2014-60105-VT-21700,['VT-21700'],2014-05-21,2014-05-26,2014-05-28,Standard Class,['118710673559'],APAC,['Medium'],2014-06-30,Delivered
IN-2014-60168-LD-16855,['LD-16855'],2014-02-01,2014-02-20,2014-02-26,Standard Class,['115859795'],APAC,['Medium'],2014-03-13,Delivered
IN-2014-60175-HJ-14875,['HJ-14875'],2014-10-14,2014-10-19,2014-10-24,Standard Class,['11777781465'],APAC,['Medium'],2014-11-23,Delivered
IN-2014-60350-CC-12610,['CC-12610'],2014-05-13,2014-05-16,2014-05-22,Second Class,['9610332082'],APAC,['Medium'],2014-06-22,Delivered
IN-2014-60413-RP-19390,['RP-19390'],2014-07-07,2014-08-08,2014-08-11,Standard Class,['111016891996'],APAC,['Medium'],2014-08-16,Delivered
IN-2014-60469-SW-20455,['SW-20455'],2014-10-27,2014-10-31,2014-11-02,Standard Class,['81178912941'],APAC,['Medium'],2014-12-06,Delivered
IN-2014-60476-HM-14980,['HM-14980'],2014-03-11,2014-04-04,2014-04-07,Standard Class,['8268972957'],APAC,['Medium'],2014-04-20,Delivered
IN-2014-60553-OT-18730,['OT-18730'],2014-11-28,2014-12-19,2014-12-21,Standard Class,['826491407'],APAC,['High'],2015-01-07,Delivered
IN-2014-60602-DB-12970,['DB-12970'],2014-05-28,2014-06-15,2014-06-19,Second Class,['9610561992'],APAC,['High'],2014-07-07,Delivered
IN-2014-60616-EB-14110,['EB-14110'],2014-02-15,2014-02-17,2014-02-23,Second Class,['96820568'],APAC,['Medium'],2014-03-27,Delivered
IN-2014-60623-PN-18775,['PN-18775'],2014-12-08,2015-01-05,2015-01-10,Standard Class,['457473428'],APAC,['High'],2015-01-17,Estimation Phase
IN-2014-60630-MS-17365,['MS-17365'],2014-04-07,2014-05-15,2014-05-25,Second Class,['11778892953'],APAC,['Critical'],2014-05-17,Delivered
IN-2014-60840-CD-11920,['CD-11920'],2014-04-11,2014-05-16,2014-05-18,First Class,['11207822499'],APAC,['Medium'],2014-05-21,Delivered
IN-2014-61015-EA-14035,['EA-14035'],2014-03-03,2014-03-21,2014-03-31,Standard Class,['9610332082'],APAC,['High'],2014-04-12,Delivered
IN-2014-61064-JL-15175,['JL-15175'],2014-05-27,2014-05-31,2014-06-10,Standard Class,['967023517'],APAC,['High'],2014-07-06,Delivered
IN-2014-61099-AJ-10780,['AJ-10780'],2014-05-19,2014-05-26,2014-05-30,Standard Class,['8264023150'],APAC,['Low'],2014-06-28,Delivered
IN-2014-61106-RH-19600,['RH-19600'],2014-06-24,2014-06-28,2014-07-02,Standard Class,['9610332082'],APAC,['Medium'],2014-08-03,Delivered
IN-2014-61113-GH-14665,['GH-14665'],2014-10-25,2014-11-07,2014-11-10,Standard Class,['826372934'],APAC,['Medium'],2014-12-04,Delivered
IN-2014-61204-KW-16570,['KW-16570'],2014-09-12,2014-10-10,2014-10-15,Standard Class,['1158457438'],APAC,['Medium'],2014-10-22,Delivered
IN-2014-61211-GW-14605,['GW-14605'],2014-08-18,2014-08-23,2014-08-27,Standard Class,['4574931282'],APAC,['Medium'],2014-09-27,Delivered
IN-2014-61218-DW-13195,['DW-13195'],2014-08-20,2014-08-22,2014-08-26,First Class,['457592391'],APAC,['High'],2014-09-29,Delivered
IN-2014-61260-SC-20680,['SC-20680'],2014-08-19,2014-08-24,2014-09-04,Standard Class,['826904681'],APAC,['Medium'],2014-09-28,Delivered
IN-2014-61344-BT-11395,['BT-11395'],2014-07-10,2014-08-17,2014-08-23,First Class,['9610332082'],APAC,['High'],2014-08-19,Delivered
IN-2014-61393-DK-13090,['DK-13090'],2014-10-31,2014-12-07,2014-12-10,First Class,['8264253536'],APAC,['High'],2014-12-10,Delivered
IN-2014-61414-JJ-15445,['JJ-15445'],2014-01-16,2014-01-23,2014-01-30,Standard Class,['4575921687'],APAC,['Medium'],2014-02-25,Delivered
IN-2014-61554-RF-19840,['RF-19840'],2014-10-23,2014-10-28,2014-10-31,Standard Class,['9610332119'],APAC,['Medium'],2014-12-02,Delivered
IN-2014-61575-HK-14890,['HK-14890'],2014-08-28,2014-09-14,2014-09-18,Standard Class,['1158457275'],APAC,['High'],2014-10-07,Delivered
IN-2014-61792-MW-18220,['MW-18220'],2014-05-08,2014-06-08,2014-06-14,First Class,['9610561178'],APAC,['High'],2014-06-17,Delivered
IN-2014-61813-EJ-14155,['EJ-14155'],2014-08-14,2014-08-18,2014-08-31,Standard Class,['9692626'],APAC,['Medium'],2014-09-23,Delivered
IN-2014-61820-MH-17440,['MH-17440'],2014-01-21,2014-01-27,2014-01-30,Standard Class,['826558858'],APAC,['Medium'],2014-03-02,Delivered
IN-2014-61869-CK-12595,['CK-12595'],2014-08-25,2014-08-29,2014-09-05,Standard Class,['9610561992'],APAC,['Medium'],2014-10-04,Delivered
IN-2014-61897-SM-20905,['SM-20905'],2014-11-24,2014-11-24,2014-11-29,Same Day,['11129120277'],APAC,['High'],2015-01-03,Returned
IN-2014-61904-JK-15370,['JK-15370'],2014-02-19,2014-02-22,2014-02-27,Second Class,['11584792556'],APAC,['High'],2014-03-31,Delivered
IN-2014-61932-HA-14920,['HA-14920'],2014-04-17,2014-04-17,2014-04-23,Same Day,['8264413528'],APAC,['Critical'],2014-05-27,Delivered
IN-2014-61939-AH-10075,['AH-10075'],2014-08-04,2014-08-30,2014-09-02,Standard Class,['8264251843'],APAC,['Medium'],2014-09-13,Delivered
IN-2014-61967-MG-17890,['MG-17890'],2014-01-18,2014-01-22,2014-01-29,Standard Class,['4968091760'],APAC,['High'],2014-02-27,Delivered
IN-2014-61974-TG-21640,['TG-21640'],2014-11-19,2014-11-23,2014-11-26,Standard Class,['4579801426'],APAC,['High'],2014-12-29,Delivered
IN-2014-62023-FA-14230,['FA-14230'],2014-09-12,2014-09-17,2014-09-18,Second Class,['111129123002'],APAC,['Medium'],2014-10-22,Delivered
